n_obs_original,n_obs_efectivo,grupo_original,grupo_efectivo,cambia_de_grupo
1224,1224,>=1000,>=1000,False
917,917,500-999,500-999,False
358,358,250-499,250-499,False
228,228,100-249,100-249,False
497,497,250-499,250-499,False
382,382,250-499,250-499,False
522,522,500-999,500-999,False
235,235,100-249,100-249,False
446,446,250-499,250-499,False
1087,1087,>=1000,>=1000,False
973,973,500-999,500-999,False
902,902,500-999,500-999,False
79,79,<100,<100,False
126,126,100-249,100-249,False
520,520,500-999,500-999,False
179,179,100-249,100-249,False
336,336,250-499,250-499,False
286,286,250-499,250-499,False
906,906,500-999,500-999,False
331,331,250-499,250-499,False
46,46,<100,<100,False
351,351,250-499,250-499,False
194,194,100-249,100-249,False
1077,1077,>=1000,>=1000,False
535,535,500-999,500-999,False
1337,1337,>=1000,>=1000,False
704,704,500-999,500-999,False
1160,1160,>=1000,>=1000,False
294,294,250-499,250-499,False
387,387,250-499,250-499,False
406,406,250-499,250-499,False
174,174,100-249,100-249,False
807,807,500-999,500-999,False
361,361,250-499,250-499,False
48,48,<100,<100,False
158,158,100-249,100-249,False
996,996,500-999,500-999,False
241,241,100-249,100-249,False
1651,1651,>=1000,>=1000,False
284,284,250-499,250-499,False
234,234,100-249,100-249,False
1021,1021,>=1000,>=1000,False
153,153,100-249,100-249,False
263,263,250-499,250-499,False
333,333,250-499,250-499,False
120,120,100-249,100-249,False
1131,1131,>=1000,>=1000,False
393,393,250-499,250-499,False
75,75,<100,<100,False
586,586,500-999,500-999,False
511,511,500-999,500-999,False
180,180,100-249,100-249,False
1365,1365,>=1000,>=1000,False
914,914,500-999,500-999,False
383,383,250-499,250-499,False
424,424,250-499,250-499,False
87,87,<100,<100,False
713,713,500-999,500-999,False
268,268,250-499,250-499,False
197,197,100-249,100-249,False
211,211,100-249,100-249,False
30,30,<100,<100,False
396,396,250-499,250-499,False
820,820,500-999,500-999,False
325,325,250-499,250-499,False
403,403,250-499,250-499,False
104,104,100-249,100-249,False
352,352,250-499,250-499,False
1002,1002,>=1000,>=1000,False
263,263,250-499,250-499,False
1168,1168,>=1000,>=1000,False
288,288,250-499,250-499,False
192,192,100-249,100-249,False
216,216,100-249,100-249,False
756,756,500-999,500-999,False
49,49,<100,<100,False
212,212,100-249,100-249,False
211,211,100-249,100-249,False
369,369,250-499,250-499,False
1356,1356,>=1000,>=1000,False
116,116,100-249,100-249,False
189,189,100-249,100-249,False
739,739,500-999,500-999,False
83,83,<100,<100,False
325,325,250-499,250-499,False
240,240,100-249,100-249,False
347,347,250-499,250-499,False
711,711,500-999,500-999,False
946,946,500-999,500-999,False
784,784,500-999,500-999,False
47,47,<100,<100,False
524,524,500-999,500-999,False
1134,1134,>=1000,>=1000,False
209,209,100-249,100-249,False
405,405,250-499,250-499,False
345,345,250-499,250-499,False
1158,1158,>=1000,>=1000,False
306,306,250-499,250-499,False
895,895,500-999,500-999,False
1148,1148,>=1000,>=1000,False
329,329,250-499,250-499,False
513,513,500-999,500-999,False
975,975,500-999,500-999,False
147,147,100-249,100-249,False
542,542,500-999,500-999,False
907,907,500-999,500-999,False
415,415,250-499,250-499,False
988,988,500-999,500-999,False
589,589,500-999,500-999,False
53,53,<100,<100,False
531,531,500-999,500-999,False
300,300,250-499,250-499,False
124,124,100-249,100-249,False
164,164,100-249,100-249,False
461,461,250-499,250-499,False
342,342,250-499,250-499,False
252,252,250-499,250-499,False
128,128,100-249,100-249,False
49,49,<100,<100,False
967,967,500-999,500-999,False
309,309,250-499,250-499,False
1294,1294,>=1000,>=1000,False
425,425,250-499,250-499,False
46,46,<100,<100,False
123,123,100-249,100-249,False
758,758,500-999,500-999,False
287,287,250-499,250-499,False
533,533,500-999,500-999,False
342,342,250-499,250-499,False
1099,1099,>=1000,>=1000,False
343,343,250-499,250-499,False
247,247,100-249,100-249,False
314,314,250-499,250-499,False
1054,1054,>=1000,>=1000,False
140,140,100-249,100-249,False
783,783,500-999,500-999,False
717,717,500-999,500-999,False
71,71,<100,<100,False
412,412,250-499,250-499,False
438,438,250-499,250-499,False
1421,1421,>=1000,>=1000,False
274,274,250-499,250-499,False
188,188,100-249,100-249,False
780,780,500-999,500-999,False
218,218,100-249,100-249,False
341,341,250-499,250-499,False
803,803,500-999,500-999,False
517,517,500-999,500-999,False
419,419,250-499,250-499,False
718,718,500-999,500-999,False
383,383,250-499,250-499,False
406,406,250-499,250-499,False
289,289,250-499,250-499,False
455,455,250-499,250-499,False
124,124,100-249,100-249,False
346,346,250-499,250-499,False
1315,1315,>=1000,>=1000,False
451,451,250-499,250-499,False
589,589,500-999,500-999,False
458,458,250-499,250-499,False
251,251,250-499,250-499,False
214,214,100-249,100-249,False
359,359,250-499,250-499,False
438,438,250-499,250-499,False
314,314,250-499,250-499,False
315,315,250-499,250-499,False
1414,1414,>=1000,>=1000,False
812,812,500-999,500-999,False
298,298,250-499,250-499,False
600,600,500-999,500-999,False
1116,1116,>=1000,>=1000,False
386,386,250-499,250-499,False
275,275,250-499,250-499,False
552,552,500-999,500-999,False
707,707,500-999,500-999,False
443,443,250-499,250-499,False
298,298,250-499,250-499,False
1060,1060,>=1000,>=1000,False
49,49,<100,<100,False
69,69,<100,<100,False
120,120,100-249,100-249,False
661,661,500-999,500-999,False
487,487,250-499,250-499,False
695,695,500-999,500-999,False
590,590,500-999,500-999,False
292,291,250-499,250-499,False
395,395,250-499,250-499,False
736,736,500-999,500-999,False
226,226,100-249,100-249,False
353,353,250-499,250-499,False
160,160,100-249,100-249,False
243,243,100-249,100-249,False
325,325,250-499,250-499,False
1592,1592,>=1000,>=1000,False
554,554,500-999,500-999,False
712,712,500-999,500-999,False
934,934,500-999,500-999,False
421,421,250-499,250-499,False
668,668,500-999,500-999,False
291,291,250-499,250-499,False
357,357,250-499,250-499,False
140,140,100-249,100-249,False
976,976,500-999,500-999,False
420,420,250-499,250-499,False
410,410,250-499,250-499,False
430,430,250-499,250-499,False
633,633,500-999,500-999,False
321,321,250-499,250-499,False
463,463,250-499,250-499,False
965,965,500-999,500-999,False
1098,1098,>=1000,>=1000,False
154,154,100-249,100-249,False
583,583,500-999,500-999,False
46,46,<100,<100,False
509,509,500-999,500-999,False
507,507,500-999,500-999,False
108,108,100-249,100-249,False
317,317,250-499,250-499,False
38,38,<100,<100,False
772,772,500-999,500-999,False
317,317,250-499,250-499,False
1170,1170,>=1000,>=1000,False
366,366,250-499,250-499,False
1305,1305,>=1000,>=1000,False
251,251,250-499,250-499,False
960,960,500-999,500-999,False
364,364,250-499,250-499,False
650,650,500-999,500-999,False
261,261,250-499,250-499,False
1153,1153,>=1000,>=1000,False
169,169,100-249,100-249,False
636,636,500-999,500-999,False
246,246,100-249,100-249,False
307,307,250-499,250-499,False
926,926,500-999,500-999,False
31,31,<100,<100,False
656,656,500-999,500-999,False
408,408,250-499,250-499,False
246,246,100-249,100-249,False
166,166,100-249,100-249,False
379,379,250-499,250-499,False
613,613,500-999,500-999,False
1064,1064,>=1000,>=1000,False
1149,1149,>=1000,>=1000,False
383,383,250-499,250-499,False
78,78,<100,<100,False
837,837,500-999,500-999,False
255,255,250-499,250-499,False
529,529,500-999,500-999,False
504,504,500-999,500-999,False
219,219,100-249,100-249,False
811,811,500-999,500-999,False
30,30,<100,<100,False
1380,1380,>=1000,>=1000,False
642,642,500-999,500-999,False
1013,1013,>=1000,>=1000,False
1482,1482,>=1000,>=1000,False
700,700,500-999,500-999,False
722,722,500-999,500-999,False
32,32,<100,<100,False
191,191,100-249,100-249,False
260,260,250-499,250-499,False
327,327,250-499,250-499,False
375,375,250-499,250-499,False
76,76,<100,<100,False
677,677,500-999,500-999,False
461,461,250-499,250-499,False
74,74,<100,<100,False
705,705,500-999,500-999,False
2163,2163,>=1000,>=1000,False
985,985,500-999,500-999,False
524,524,500-999,500-999,False
122,122,100-249,100-249,False
795,795,500-999,500-999,False
743,743,500-999,500-999,False
250,250,250-499,250-499,False
561,561,500-999,500-999,False
165,165,100-249,100-249,False
157,157,100-249,100-249,False
597,597,500-999,500-999,False
500,500,500-999,500-999,False
215,215,100-249,100-249,False
216,216,100-249,100-249,False
402,402,250-499,250-499,False
225,225,100-249,100-249,False
631,631,500-999,500-999,False
694,694,500-999,500-999,False
245,245,100-249,100-249,False
783,783,500-999,500-999,False
414,414,250-499,250-499,False
439,439,250-499,250-499,False
416,416,250-499,250-499,False
1128,1128,>=1000,>=1000,False
249,249,100-249,100-249,False
508,508,500-999,500-999,False
361,361,250-499,250-499,False
585,585,500-999,500-999,False
408,408,250-499,250-499,False
462,462,250-499,250-499,False
1938,1938,>=1000,>=1000,False
1442,1442,>=1000,>=1000,False
340,340,250-499,250-499,False
530,530,500-999,500-999,False
442,442,250-499,250-499,False
225,225,100-249,100-249,False
575,575,500-999,500-999,False
859,859,500-999,500-999,False
116,116,100-249,100-249,False
140,140,100-249,100-249,False
379,379,250-499,250-499,False
470,470,250-499,250-499,False
549,549,500-999,500-999,False
355,355,250-499,250-499,False
352,352,250-499,250-499,False
554,554,500-999,500-999,False
240,240,100-249,100-249,False
992,992,500-999,500-999,False
621,621,500-999,500-999,False
1266,1266,>=1000,>=1000,False
209,209,100-249,100-249,False
357,357,250-499,250-499,False
613,613,500-999,500-999,False
1057,1057,>=1000,>=1000,False
1085,1085,>=1000,>=1000,False
292,292,250-499,250-499,False
281,281,250-499,250-499,False
712,712,500-999,500-999,False
257,257,250-499,250-499,False
256,256,250-499,250-499,False
513,513,500-999,500-999,False
721,721,500-999,500-999,False
364,364,250-499,250-499,False
86,86,<100,<100,False
653,653,500-999,500-999,False
134,134,100-249,100-249,False
306,306,250-499,250-499,False
265,265,250-499,250-499,False
606,606,500-999,500-999,False
278,278,250-499,250-499,False
742,742,500-999,500-999,False
480,480,250-499,250-499,False
92,92,<100,<100,False
344,344,250-499,250-499,False
75,75,<100,<100,False
811,811,500-999,500-999,False
199,199,100-249,100-249,False
1033,1033,>=1000,>=1000,False
767,767,500-999,500-999,False
133,133,100-249,100-249,False
359,359,250-499,250-499,False
146,146,100-249,100-249,False
247,247,100-249,100-249,False
174,174,100-249,100-249,False
381,381,250-499,250-499,False
195,195,100-249,100-249,False
848,848,500-999,500-999,False
222,222,100-249,100-249,False
636,636,500-999,500-999,False
397,397,250-499,250-499,False
322,322,250-499,250-499,False
480,480,250-499,250-499,False
56,56,<100,<100,False
285,285,250-499,250-499,False
612,612,500-999,500-999,False
944,944,500-999,500-999,False
400,400,250-499,250-499,False
273,273,250-499,250-499,False
944,944,500-999,500-999,False
297,297,250-499,250-499,False
217,217,100-249,100-249,False
251,251,250-499,250-499,False
541,541,500-999,500-999,False
306,306,250-499,250-499,False
425,425,250-499,250-499,False
154,154,100-249,100-249,False
41,41,<100,<100,False
380,380,250-499,250-499,False
442,442,250-499,250-499,False
668,668,500-999,500-999,False
231,231,100-249,100-249,False
402,402,250-499,250-499,False
564,564,500-999,500-999,False
683,683,500-999,500-999,False
697,697,500-999,500-999,False
1087,1087,>=1000,>=1000,False
54,54,<100,<100,False
222,222,100-249,100-249,False
204,204,100-249,100-249,False
407,407,250-499,250-499,False
273,273,250-499,250-499,False
231,231,100-249,100-249,False
1146,1146,>=1000,>=1000,False
1001,1001,>=1000,>=1000,False
253,253,250-499,250-499,False
890,890,500-999,500-999,False
353,353,250-499,250-499,False
516,516,500-999,500-999,False
52,52,<100,<100,False
758,758,500-999,500-999,False
405,405,250-499,250-499,False
1994,1994,>=1000,>=1000,False
478,478,250-499,250-499,False
637,637,500-999,500-999,False
556,556,500-999,500-999,False
654,654,500-999,500-999,False
403,403,250-499,250-499,False
154,154,100-249,100-249,False
81,81,<100,<100,False
1495,1495,>=1000,>=1000,False
509,509,500-999,500-999,False
78,78,<100,<100,False
447,447,250-499,250-499,False
726,726,500-999,500-999,False
227,227,100-249,100-249,False
174,174,100-249,100-249,False
261,261,250-499,250-499,False
567,567,500-999,500-999,False
1152,1152,>=1000,>=1000,False
341,341,250-499,250-499,False
497,497,250-499,250-499,False
573,573,500-999,500-999,False
303,303,250-499,250-499,False
282,282,250-499,250-499,False
199,199,100-249,100-249,False
235,235,100-249,100-249,False
624,624,500-999,500-999,False
374,374,250-499,250-499,False
586,586,500-999,500-999,False
58,58,<100,<100,False
286,286,250-499,250-499,False
1051,1051,>=1000,>=1000,False
478,478,250-499,250-499,False
348,348,250-499,250-499,False
1172,1172,>=1000,>=1000,False
284,284,250-499,250-499,False
388,388,250-499,250-499,False
83,83,<100,<100,False
214,214,100-249,100-249,False
566,566,500-999,500-999,False
456,456,250-499,250-499,False
142,142,100-249,100-249,False
234,234,100-249,100-249,False
150,150,100-249,100-249,False
563,563,500-999,500-999,False
192,192,100-249,100-249,False
234,234,100-249,100-249,False
438,438,250-499,250-499,False
217,217,100-249,100-249,False
266,266,250-499,250-499,False
277,277,250-499,250-499,False
254,254,250-499,250-499,False
53,53,<100,<100,False
439,439,250-499,250-499,False
287,287,250-499,250-499,False
1260,1260,>=1000,>=1000,False
281,281,250-499,250-499,False
718,718,500-999,500-999,False
446,446,250-499,250-499,False
149,149,100-249,100-249,False
198,198,100-249,100-249,False
310,310,250-499,250-499,False
237,237,100-249,100-249,False
761,761,500-999,500-999,False
33,33,<100,<100,False
1023,1023,>=1000,>=1000,False
323,323,250-499,250-499,False
861,861,500-999,500-999,False
506,506,500-999,500-999,False
48,48,<100,<100,False
460,460,250-499,250-499,False
33,33,<100,<100,False
578,578,500-999,500-999,False
562,562,500-999,500-999,False
95,95,<100,<100,False
827,827,500-999,500-999,False
379,379,250-499,250-499,False
712,712,500-999,500-999,False
398,398,250-499,250-499,False
634,634,500-999,500-999,False
430,430,250-499,250-499,False
158,158,100-249,100-249,False
1128,1128,>=1000,>=1000,False
353,353,250-499,250-499,False
710,710,500-999,500-999,False
580,580,500-999,500-999,False
1473,1473,>=1000,>=1000,False
462,462,250-499,250-499,False
288,288,250-499,250-499,False
552,552,500-999,500-999,False
403,403,250-499,250-499,False
539,539,500-999,500-999,False
372,372,250-499,250-499,False
626,626,500-999,500-999,False
358,358,250-499,250-499,False
440,440,250-499,250-499,False
282,282,250-499,250-499,False
1345,1345,>=1000,>=1000,False
1156,1156,>=1000,>=1000,False
457,457,250-499,250-499,False
84,83,<100,<100,False
1138,1138,>=1000,>=1000,False
386,386,250-499,250-499,False
237,237,100-249,100-249,False
168,168,100-249,100-249,False
286,286,250-499,250-499,False
598,598,500-999,500-999,False
1493,1493,>=1000,>=1000,False
380,380,250-499,250-499,False
362,362,250-499,250-499,False
660,660,500-999,500-999,False
1055,1055,>=1000,>=1000,False
73,73,<100,<100,False
